,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,isrc,genres
806,Chapter 2.3 - There Is insight when thought is absent,0,0.549,0.0724,11,-25.297,0,0.725,0.679,0.0,0.27,0.138,77.86,211800,4,DEWM41455397,
807,Chapter 3.22 - There Is insight when thought is absent,0,0.594,0.0749,2,-26.661,1,0.764,0.897,0.0,0.285,0.249,105.357,192900,4,DEWM41455438,
808,Chapter 3.6 - There Is insight when thought is absent,0,0.633,0.133,5,-22.65,0,0.826,0.786,0.0,0.558,0.276,101.215,210900,4,DEWM41455422,
809,Chapter 1.7 - There Is insight when thought is absent,0,0.643,0.137,10,-23.108,0,0.882,0.698,0.0,0.336,0.192,136.225,204900,3,DEWM41455380,
810,Chapter 7.13 - There Is insight when thought is absent,0,0.692,0.157,5,-21.48,0,0.881,0.884,0.0,0.887,0.244,114.173,215500,4,DEWM41455531,
811,Chapter 6.13 - There Is insight when thought is absent,0,0.544,0.0617,10,-22.056,1,0.553,0.718,0.0,0.379,0.26,102.751,199100,3,DEWM41455504,
812,Chapter 3.8 - There Is insight when thought is absent,0,0.589,0.122,7,-22.584,0,0.791,0.585,0.0,0.633,0.233,174.332,186000,3,DEWM41455424,
813,Chapter 3.7 - There Is insight when thought is absent,0,0.606,0.078,10,-21.467,1,0.722,0.754,0.0,0.721,0.277,81.623,194000,3,DEWM41455423,
814,Chapter 7.14 - There Is insight when thought is absent,0,0.679,0.184,5,-19.968,0,0.915,0.87,0.0,0.673,0.137,135.033,201800,4,DEWM41455532,
815,Chapter 6.16 - There Is insight when thought is absent,0,0.565,0.155,7,-22.498,0,0.82,0.733,0.0,0.797,0.339,84.288,191300,3,DEWM41455507,
816,Chapter 3.25 - There Is insight when thought is absent,0,0.628,0.136,3,-25.064,1,0.861,0.894,0.0,0.825,0.196,108.528,188200,5,DEWM41455441,
817,Chapter 1.19 - There Is insight when thought is absent,0,0.421,0.0283,7,-26.853,0,0.146,0.762,0.0,0.149,0.339,80.613,199800,1,DEWM41455392,
818,Chapter 4.14 - There Is insight when thought is absent,0,0.624,0.208,11,-22.942,0,0.864,0.891,0.0,0.526,0.29,87.85,219900,3,DEWM41455455,
819,Chapter 5.18 - There Is insight when thought is absent,0,0.573,0.172,8,-21.168,1,0.932,0.85,0.0,0.294,0.168,88.609,198700,4,DEWM41455484,
820,Chapter 2.14 - There Is insight when thought is absent,0,0.649,0.157,0,-20.543,1,0.762,0.814,0.0,0.303,0.271,85.986,202300,4,DEWM41455408,
821,Chapter 6.7 - There Is insight when thought is absent,0,0.591,0.0884,10,-24.461,1,0.766,0.752,0.0,0.398,0.218,79.636,200400,4,DEWM41455498,
822,Chapter 4.24 - There Is insight when thought is absent,0,0.625,0.147,8,-24.39,1,0.872,0.865,0.0,0.571,0.123,132.346,188700,4,DEWM41455465,
823,Chapter 5.2 - There Is insight when thought is absent,0,0.627,0.157,10,-20.643,1,0.89,0.824,0.0,0.802,0.244,136.822,213400,4,DEWM41455468,
824,Chapter 6.4 - There Is insight when thought is absent,0,0.693,0.0672,2,-22.335,1,0.812,0.789,0.0,0.504,0.277,113.446,210800,3,DEWM41455495,
825,Chapter 6.6 - There Is insight when thought is absent,0,0.543,0.109,11,-26.074,1,0.684,0.622,0.0,0.498,0.213,84.014,245700,4,DEWM41455497,
826,Chapter 7.19 - There Is insight when thought is absent,0,0.605,0.0362,2,-23.26,1,0.29,0.822,0.0,0.101,0.289,86.668,188700,5,DEWM41455537,
827,Chapter 1.13 - There Is insight when thought is absent,0,0.573,0.201,1,-21.677,0,0.921,0.868,0.0,0.433,0.25,74.424,187200,1,DEWM41455386,
828,Chapter 7.12 - There Is insight when thought is absent,0,0.567,0.131,3,-20.423,1,0.935,0.852,0.0,0.787,0.199,78.915,187400,4,DEWM41455530,
829,Chapter 6.19 - There Is insight when thought is absent,0,0.556,0.0979,8,-23.384,1,0.594,0.776,0.0,0.718,0.35,97.365,247000,4,DEWM41455510,
830,Chapter 7.20 - There Is insight when thought is absent,0,0.566,0.103,11,-22.849,0,0.853,0.761,0.0,0.715,0.341,173.567,204600,4,DEWM41455538,
831,Chapter 7.23 - There Is insight when thought is absent,0,0.54,0.259,8,-22.802,1,0.854,0.852,0.0,0.696,0.126,83.372,193200,4,DEWM41455541,
832,Chapter 2.22 - There Is insight when thought is absent,0,0.688,0.125,2,-27.316,1,0.851,0.853,0.0,0.327,0.243,111.746,212200,4,DEWM41455416,
833,Chapter 1.12 - There Is insight when thought is absent,0,0.555,0.119,0,-23.205,0,0.83,0.845,0.0,0.828,0.172,176.012,217800,3,DEWM41455385,
834,Chapter 4.4 - There Is insight when thought is absent,0,0.673,0.119,8,-19.667,1,0.874,0.757,0.0,0.519,0.278,136.985,199400,4,DEWM41455445,
835,Chapter 1.11 - There Is insight when thought is absent,0,0.529,0.113,11,-22.33,0,0.782,0.812,0.0,0.683,0.276,173.305,189300,4,DEWM41455384,
836,Chapter 3.19 - There Is insight when thought is absent,0,0.559,0.0696,7,-24.342,0,0.865,0.77,0.0,0.438,0.308,76.941,200900,5,DEWM41455435,
837,Chapter 7.21 - There Is insight when thought is absent,0,0.651,0.117,5,-23.819,0,0.768,0.772,0.0,0.843,0.152,83.557,195900,3,DEWM41455539,
838,Aber schön war es doch - Live In Germany / 1980,0,0.501,0.667,0,-9.043,0,0.213,0.689,0.00025,0.454,0.42,115.174,176877,4,DEUM70502555,"liedermacher,vintage schlager"
839,Chapter 7.6 - There Is insight when thought is absent,0,0.629,0.13,8,-20.469,1,0.869,0.655,0.0,0.544,0.231,78.553,216100,5,DEWM41455524,
840,Chapter 7.12 - There Is insight when thought is absent,0,0.567,0.131,3,-20.423,1,0.935,0.852,0.0,0.787,0.199,78.915,187400,4,DEWM41455530,
841,Chapter 6.19 - There Is insight when thought is absent,0,0.556,0.0979,8,-23.384,1,0.594,0.776,0.0,0.718,0.35,97.365,247000,4,DEWM41455510,
842,Chapter 7.20 - There Is insight when thought is absent,0,0.566,0.103,11,-22.849,0,0.853,0.761,0.0,0.715,0.341,173.567,204600,4,DEWM41455538,
843,Chapter 7.23 - There Is insight when thought is absent,0,0.54,0.259,8,-22.802,1,0.854,0.852,0.0,0.696,0.126,83.372,193200,4,DEWM41455541,
844,Chapter 2.22 - There Is insight when thought is absent,0,0.688,0.125,2,-27.316,1,0.851,0.853,0.0,0.327,0.243,111.746,212200,4,DEWM41455416,
845,Chapter 1.12 - There Is insight when thought is absent,0,0.555,0.119,0,-23.205,0,0.83,0.845,0.0,0.828,0.172,176.012,217800,3,DEWM41455385,
846,Chapter 4.4 - There Is insight when thought is absent,0,0.673,0.119,8,-19.667,1,0.874,0.757,0.0,0.519,0.278,136.985,199400,4,DEWM41455445,
847,Chapter 1.11 - There Is insight when thought is absent,0,0.529,0.113,11,-22.33,0,0.782,0.812,0.0,0.683,0.276,173.305,189300,4,DEWM41455384,
848,Chapter 3.19 - There Is insight when thought is absent,0,0.559,0.0696,7,-24.342,0,0.865,0.77,0.0,0.438,0.308,76.941,200900,5,DEWM41455435,
849,Chapter 7.21 - There Is insight when thought is absent,0,0.651,0.117,5,-23.819,0,0.768,0.772,0.0,0.843,0.152,83.557,195900,3,DEWM41455539,
850,Aber schön war es doch - Live In Germany / 1980,0,0.501,0.667,0,-9.043,0,0.213,0.689,0.00025,0.454,0.42,115.174,176877,4,DEUM70502555,"liedermacher,vintage schlager"
851,Chapter 3.12 - There Is insight when thought is absent,0,0.613,0.131,5,-21.191,0,0.883,0.904,0.0,0.475,0.189,171.461,211400,5,DEWM41455428,
852,Chapter 7.22 - There Is insight when thought is absent,0,0.553,0.198,8,-25.913,1,0.66,0.827,0.0,0.636,0.151,121.474,190000,3,DEWM41455540,
853,Chapter 1.20 - There Is insight when thought is absent,0,0.585,0.0765,10,-24.443,1,0.766,0.863,0.0,0.619,0.28,88.895,185500,4,DEWM41455393,
854,"Gesang Befohlen (Potpourri)- Guten Abend, Gut' Nacht - Live - Remastered",3,0.427,0.663,0,-11.237,1,0.779,0.843,0.0,0.684,0.632,83.372,75868,5,DEEG22271473,"classic schlager,german rock,kabarett"
855,Chapter 4.19 - There Is insight when thought is absent,0,0.607,0.207,8,-23.163,1,0.758,0.856,0.0,0.902,0.158,131.65,243700,5,DEWM41455460,
856,Chapter 5.15 - There Is insight when thought is absent,0,0.659,0.181,8,-17.803,1,0.853,0.842,0.0,0.468,0.266,127.741,192100,1,DEWM41455481,
857,Chapter 5.25 - There Is insight when thought is absent,0,0.65,0.184,1,-22.266,1,0.896,0.822,0.0,0.509,0.2,124.216,188448,3,DEWM41455491,
858,Chapter 7.2 - There Is insight when thought is absent,0,0.621,0.154,10,-20.891,1,0.9,0.777,0.0,0.732,0.352,102.698,193100,3,DEWM41455520,
859,Chapter 4.23 - There Is insight when thought is absent,0,0.597,0.175,1,-23.258,1,0.874,0.84,0.0,0.694,0.245,142.67,195800,4,DEWM41455464,
860,Chapter 3.24 - There Is insight when thought is absent,0,0.617,0.174,5,-23.924,0,0.795,0.869,0.0,0.164,0.114,131.304,185100,4,DEWM41455440,
861,Chapter 3.10 - There Is insight when thought is absent,0,0.586,0.134,3,-21.24,1,0.893,0.824,0.0,0.275,0.203,172.299,206000,3,DEWM41455426,
862,Chapter 5.11 - There Is insight when thought is absent,0,0.622,0.123,5,-18.622,1,0.745,0.683,0.0,0.646,0.21,129.713,186000,1,DEWM41455477,
863,Chapter 4.11 - There Is insight when thought is absent,0,0.626,0.156,5,-24.73,0,0.833,0.828,0.0,0.273,0.145,105.737,192400,3,DEWM41455452,
864,Chapter 7.15 - There Is insight when thought is absent,0,0.621,0.187,7,-21.307,0,0.842,0.813,0.0,0.687,0.197,86.946,199400,1,DEWM41455533,
865,Chapter 6.23 - There Is insight when thought is absent,0,0.512,0.0855,2,-25.851,1,0.796,0.76,0.0,0.612,0.124,81.794,199400,4,DEWM41455514,
866,Chapter 3.16 - There Is insight when thought is absent,0,0.69,0.105,3,-21.247,1,0.878,0.808,0.0,0.331,0.321,126.081,216200,3,DEWM41455432,
867,Chapter 6.2 - There Is insight when thought is absent,0,0.605,0.0499,2,-22.132,1,0.743,0.696,0.0,0.587,0.434,168.689,185100,3,DEWM41455493,
868,Chapter 4.8 - There Is insight when thought is absent,0,0.629,0.106,8,-22.771,1,0.84,0.748,0.0,0.525,0.232,101.847,187500,3,DEWM41455449,
869,Chapter 4.21 - There Is insight when thought is absent,0,0.55,0.197,11,-22.949,0,0.929,0.886,0.0,0.535,0.275,180.454,196000,5,DEWM41455462,
870,Chapter 5.10 - There Is insight when thought is absent,0,0.566,0.056,1,-22.859,1,0.505,0.698,0.0,0.643,0.301,99.36,201100,3,DEWM41455476,
871,Chapter 5.12 - There Is insight when thought is absent,0,0.591,0.111,0,-20.447,1,0.676,0.696,0.0,0.217,0.242,64.117,206200,3,DEWM41455478,
872,Chapter 5.17 - There Is insight when thought is absent,0,0.563,0.192,5,-21.613,0,0.868,0.788,0.0,0.208,0.161,179.454,195800,5,DEWM41455483,
873,Chapter 1.3 - There Is insight when thought is absent,0,0.683,0.119,10,-23.312,1,0.87,0.706,0.0,0.646,0.296,124.729,186200,4,DEWM41455376,
874,Chapter 4.5 - There Is insight when thought is absent,0,0.58,0.171,9,-21.296,0,0.893,0.751,0.0,0.327,0.227,85.3,200600,4,DEWM41455446,
875,Chapter 2.7 - There Is insight when thought is absent,0,0.69,0.137,0,-23.473,0,0.897,0.823,0.0,0.425,0.211,126.962,200700,4,DEWM41455401,
876,Chapter 7.18 - There Is insight when thought is absent,0,0.581,0.0848,2,-22.35,1,0.709,0.911,0.0,0.36,0.216,87.501,195300,5,DEWM41455536,
877,Chapter 1.17 - There Is insight when thought is absent,0,0.609,0.128,5,-18.807,0,0.852,0.803,0.0,0.182,0.344,170.807,200200,5,DEWM41455390,
878,Chapter 5.6 - There Is insight when thought is absent,0,0.552,0.132,5,-21.706,0,0.763,0.794,0.0,0.164,0.378,172.854,187200,3,DEWM41455472,
879,Chapter 5.5 - There Is insight when thought is absent,0,0.609,0.142,8,-22.038,1,0.816,0.738,0.0,0.705,0.193,96.59,204900,4,DEWM41455471,
880,Chapter 5.3 - There Is insight when thought is absent,0,0.644,0.113,1,-21.349,1,0.824,0.784,0.0,0.407,0.196,135.635,187000,4,DEWM41455469,
881,Chapter 7.26 - There Is insight when thought is absent,0,0.547,0.0992,3,-22.402,1,0.694,0.824,0.0,0.617,0.285,89.233,233415,3,DEWM41455544,
882,Chapter 4.18 - There Is insight when thought is absent,0,0.511,0.179,8,-24.894,1,0.743,0.871,0.0,0.431,0.175,176.642,195800,3,DEWM41455459,
883,Chapter 2.5 - There Is insight when thought is absent,0,0.656,0.112,10,-22.639,1,0.894,0.767,0.0,0.194,0.247,143.553,193400,5,DEWM41455399,
884,Chapter 5.16 - There Is insight when thought is absent,0,0.668,0.151,5,-20.084,0,0.851,0.865,0.0,0.119,0.196,121.278,204100,5,DEWM41455482,
885,"Zwei Gesänge, Op. 1: II. Abschied - 2015 Remastered Version",1,0.227,0.171,5,-18.024,1,0.0343,0.987,0.131,0.0951,0.0637,73.197,522893,3,USSM11410705,"canadian classical piano,canadian contemporary r&b,classical,classical performance,classical piano"
886,Chapter 3.17 - There Is insight when thought is absent,0,0.629,0.0826,8,-25.476,1,0.86,0.865,0.0,0.432,0.25,128.259,187000,3,DEWM41455433,
887,Chapter 3.3 - There Is insight when thought is absent,0,0.677,0.138,8,-21.379,1,0.926,0.827,0.0,0.646,0.146,80.723,185300,3,DEWM41455419,
888,Chapter 1.4 - There Is insight when thought is absent,0,0.628,0.168,10,-24.13,1,0.853,0.715,0.0,0.483,0.167,148.634,209600,4,DEWM41455377,
889,Chapter 6.27 - There Is insight when thought is absent,0,0.609,0.13,7,-26.174,0,0.863,0.775,0.0,0.314,0.188,79.964,216400,5,DEWM41455518,
890,Chapter 7.3 - There Is insight when thought is absent,0,0.641,0.084,1,-20.296,1,0.823,0.683,0.0,0.652,0.397,119.122,190100,5,DEWM41455521,
891,Chapter 6.9 - There Is insight when thought is absent,0,0.673,0.0662,10,-22.731,1,0.87,0.655,0.0,0.117,0.225,114.569,190000,5,DEWM41455500,
892,Chapter 7.8 - There Is insight when thought is absent,0,0.534,0.133,10,-21.14,0,0.6,0.647,0.0,0.875,0.182,57.232,192700,4,DEWM41455526,
893,Chapter 3.13 - There Is insight when thought is absent,0,0.675,0.0711,7,-22.596,0,0.689,0.814,0.0,0.439,0.24,88.593,197000,4,DEWM41455429,
894,Chapter 6.17 - There Is insight when thought is absent,0,0.53,0.118,8,-23.75,1,0.565,0.794,0.0,0.581,0.306,76.725,189900,1,DEWM41455508,
895,Chapter 2.6 - There Is insight when thought is absent,0,0.599,0.152,0,-23.66,1,0.844,0.716,0.0,0.546,0.246,80.013,187400,3,DEWM41455400,
896,Chapter 4.25 - There Is insight when thought is absent,0,0.693,0.118,11,-23.34,0,0.881,0.864,0.0,0.141,0.235,123.74,198700,5,DEWM41455466,
897,Bennet / Arr Brown : Round About In a Fair Ring,0,0.636,0.144,7,-20.842,1,0.074,0.995,0.0,0.119,0.74,78.31,64640,4,DEA807902400,
898,Chapter 4.10 - There Is insight when thought is absent,0,0.678,0.19,0,-22.032,1,0.872,0.801,0.0,0.801,0.115,131.12,190500,1,DEWM41455451,
899,Chapter 2.16 - There Is insight when thought is absent,0,0.601,0.0941,10,-21.352,1,0.741,0.8,0.0,0.216,0.284,74.703,195100,3,DEWM41455410,
900,Chapter 2.10 - There Is insight when thought is absent,0,0.596,0.0959,0,-23.577,1,0.83,0.859,0.0,0.173,0.214,168.736,196300,4,DEWM41455404,
901,Chapter 1.15 - There Is insight when thought is absent,0,0.589,0.104,10,-22.236,0,0.76,0.83,0.0,0.618,0.427,85.701,200600,4,DEWM41455388,
902,Chapter 2.20 - There Is insight when thought is absent,0,0.612,0.1,10,-25.898,1,0.857,0.774,0.0,0.809,0.33,89.965,275100,4,DEWM41455414,
903,Chapter 1.14 - There Is insight when thought is absent,0,0.586,0.124,11,-21.285,0,0.764,0.799,0.0,0.868,0.288,82.042,198800,4,DEWM41455387,
904,Chapter 4.7 - There Is insight when thought is absent,0,0.672,0.0885,0,-20.873,1,0.789,0.576,0.0,0.409,0.187,83.339,188500,4,DEWM41455448,
905,Chapter 7.9 - There Is insight when thought is absent,0,0.642,0.103,0,-21.785,0,0.81,0.669,0.0,0.309,0.31,87.107,324000,4,DEWM41455527,
906,Chapter 4.3 - There Is insight when thought is absent,0,0.701,0.145,8,-21.432,1,0.842,0.81,0.0,0.792,0.151,105.489,185900,3,DEWM41455444,
907,Chapter 1.10 - There Is insight when thought is absent,0,0.539,0.14,8,-22.334,1,0.722,0.763,0.0,0.362,0.304,73.647,204600,3,DEWM41455383,
908,Chapter 7.24 - There Is insight when thought is absent,0,0.605,0.215,2,-21.55,1,0.847,0.881,0.0,0.211,0.172,89.531,198600,4,DEWM41455542,
909,Chapter 4.2 - There Is insight when thought is absent,0,0.692,0.176,7,-20.639,0,0.887,0.874,0.0,0.332,0.16,126.095,195100,3,DEWM41455443,
910,Chapter 4.16 - There Is insight when thought is absent,0,0.605,0.177,8,-23.392,1,0.723,0.866,0.0,0.322,0.154,81.96,189700,4,DEWM41455457,
911,Chapter 3.23 - There Is insight when thought is absent,0,0.644,0.108,7,-26.907,0,0.843,0.883,0.0,0.544,0.209,122.273,197100,3,DEWM41455439,
912,Chapter 6.3 - There Is insight when thought is absent,0,0.661,0.0642,2,-24.122,1,0.838,0.708,0.0,0.864,0.545,97.029,230000,3,DEWM41455494,
913,Chapter 3.15 - There Is insight when thought is absent,0,0.592,0.116,7,-21.895,0,0.856,0.814,0.0,0.578,0.315,85.106,194300,4,DEWM41455431,
914,Chapter 2.2 - There Is insight when thought is absent,0,0.654,0.158,7,-22.248,0,0.857,0.777,0.0,0.795,0.368,128.594,196800,5,DEWM41455396,
915,Chapter 1.8 - There Is insight when thought is absent,0,0.629,0.107,10,-23.567,0,0.549,0.712,0.0,0.451,0.213,85.361,212700,1,DEWM41455381,
916,Chapter 4.15 - There Is insight when thought is absent,0,0.65,0.121,5,-24.103,0,0.867,0.891,0.0,0.746,0.274,109.451,203600,3,DEWM41455456,
917,Chapter 4.13 - There Is insight when thought is absent,0,0.561,0.157,5,-23.693,0,0.747,0.881,0.0,0.703,0.119,79.062,202800,4,DEWM41455454,
918,Chapter 1.9 - There Is insight when thought is absent,0,0.624,0.1,10,-22.63,1,0.829,0.784,0.0,0.647,0.346,94.175,204600,3,DEWM41455382,
919,Chapter 7.16 - There Is insight when thought is absent,0,0.651,0.233,8,-21.862,1,0.943,0.891,0.0,0.63,0.215,140.223,208300,4,DEWM41455534,
920,Chapter 3.5 - There Is insight when thought is absent,0,0.675,0.109,10,-22.199,1,0.869,0.672,0.0,0.118,0.222,124.108,195400,3,DEWM41455421,
921,Chapter 1.16 - There Is insight when thought is absent,0,0.534,0.0757,1,-22.564,1,0.65,0.739,0.0,0.483,0.262,78.129,263400,3,DEWM41455389,
922,Chapter 7.25 - There Is insight when thought is absent,0,0.628,0.183,7,-21.536,0,0.88,0.859,0.0,0.161,0.27,135.262,211200,3,DEWM41455543,
923,Chapter 7.5 - There Is insight when thought is absent,0,0.64,0.114,0,-22.271,1,0.815,0.687,0.0,0.766,0.355,131.974,195200,3,DEWM41455523,
924,Chapter 3.21 - There Is insight when thought is absent,0,0.537,0.099,5,-26.256,0,0.726,0.856,0.0,0.364,0.178,96.531,193700,3,DEWM41455437,
925,Chapter 5.23 - There Is insight when thought is absent,0,0.534,0.176,5,-27.129,0,0.794,0.851,0.0,0.799,0.181,94.22,237100,4,DEWM41455489,
926,Chapter 2.8 - There Is insight when thought is absent,0,0.645,0.0684,10,-23.517,1,0.868,0.788,0.0,0.648,0.225,95.505,214900,3,DEWM41455402,
927,Chapter 5.20 - There Is insight when thought is absent,0,0.564,0.0211,10,-22.771,1,0.23,0.735,0.0,0.27,0.33,86.152,191600,4,DEWM41455486,
928,Chapter 3.4 - There Is insight when thought is absent,0,0.661,0.101,7,-20.882,0,0.865,0.729,0.0,0.101,0.258,109.557,204700,4,DEWM41455420,
929,Chapter 3.20 - There Is insight when thought is absent,0,0.654,0.0851,3,-27.681,1,0.885,0.832,0.0,0.267,0.177,121.715,186500,5,DEWM41455436,
930,Chapter 6.15 - There Is insight when thought is absent,0,0.661,0.0976,8,-21.127,1,0.81,0.762,0.0,0.819,0.405,112.928,203200,3,DEWM41455506,
931,Chapter 2.19 - There Is insight when thought is absent,0,0.694,0.15,5,-22.777,1,0.802,0.883,0.0,0.664,0.174,81.556,190000,3,DEWM41455413,
932,Chapter 4.9 - There Is insight when thought is absent,0,0.651,0.156,8,-24.27,1,0.898,0.772,0.0,0.877,0.115,90.996,189300,3,DEWM41455450,
933,Chapter 5.21 - There Is insight when thought is absent,0,0.532,0.0538,2,-26.409,0,0.487,0.674,0.0,0.605,0.396,132.634,219400,4,DEWM41455487,
934,Chapter 2.21 - There Is insight when thought is absent,0,0.603,0.084,2,-29.022,0,0.803,0.832,0.0,0.891,0.152,110.283,194600,4,DEWM41455415,
935,Chapter 3.9 - There Is insight when thought is absent,0,0.635,0.175,7,-23.848,0,0.83,0.719,0.0,0.443,0.141,131.188,225100,1,DEWM41455425,
936,Chapter 4.17 - There Is insight when thought is absent,0,0.548,0.22,0,-22.13,1,0.857,0.834,0.0,0.227,0.145,72.961,297300,4,DEWM41455458,
937,Chapter 5.9 - There Is insight when thought is absent,0,0.583,0.182,5,-24.716,0,0.755,0.832,0.0,0.506,0.0646,110.325,197200,4,DEWM41455475,
938,Chapter 5.8 - There Is insight when thought is absent,0,0.597,0.118,10,-23.561,1,0.782,0.629,0.0,0.509,0.211,126.887,202000,4,DEWM41455474,
939,Chapter 6.8 - There Is insight when thought is absent,0,0.588,0.0503,1,-24.18,0,0.628,0.713,0.0,0.113,0.247,92.677,194500,3,DEWM41455499,
940,Chapter 7.4 - There Is insight when thought is absent,0,0.594,0.121,0,-21.031,1,0.688,0.645,0.0,0.548,0.169,89.756,190400,3,DEWM41455522,
941,Chapter 5.19 - There Is insight when thought is absent,0,0.579,0.0868,3,-21.395,1,0.894,0.793,0.0,0.15,0.177,78.934,211800,4,DEWM41455485,
942,Love's About to Change My Heart (Hot Tracks Mix),1,0.624,0.773,4,-10.108,1,0.0349,0.00111,0.00104,0.0847,0.616,122.969,315373,4,GBBPJ1500017,"dance pop,disco,hi-nrg,new wave pop"
943,Chapter 2.4 - There Is insight when thought is absent,0,0.634,0.0413,0,-23.349,0,0.824,0.681,0.0,0.14,0.382,128.561,208900,3,DEWM41455398,
944,Chapter 6.20 - There Is insight when thought is absent,0,0.627,0.111,8,-23.852,0,0.859,0.677,0.0,0.888,0.359,80.903,191900,4,DEWM41455511,
945,Chapter 7.11 - There Is insight when thought is absent,0,0.543,0.11,5,-20.47,1,0.539,0.821,0.0,0.094,0.235,81.084,206500,1,DEWM41455529,
946,Chapter 4.22 - There Is insight when thought is absent,0,0.564,0.194,2,-24.143,1,0.856,0.87,0.0,0.18,0.196,92.338,195200,5,DEWM41455463,
947,Chapter 2.12 - There Is insight when thought is absent,0,0.613,0.148,10,-19.523,1,0.927,0.791,0.0,0.313,0.174,76.03,207600,4,DEWM41455406,
948,Chapter 7.17 - There Is insight when thought is absent,0,0.56,0.0862,3,-23.051,1,0.686,0.87,0.0,0.834,0.389,95.689,186900,4,DEWM41455535,
949,Chapter 4.20 - There Is insight when thought is absent,0,0.552,0.221,11,-23.193,0,0.76,0.758,0.0,0.783,0.108,144.654,221400,3,DEWM41455461,
950,Chapter 3.18 - There Is insight when thought is absent,0,0.634,0.0595,3,-23.01,1,0.623,0.862,0.0,0.183,0.317,83.472,187200,4,DEWM41455434,
951,Chapter 5.22 - There Is insight when thought is absent,0,0.495,0.19,5,-25.048,0,0.594,0.733,0.0,0.603,0.146,80.556,216300,3,DEWM41455488,
952,Chapter 1.5 - There Is insight when thought is absent,0,0.648,0.128,10,-25.395,1,0.863,0.77,0.0,0.889,0.18,120.226,206400,4,DEWM41455378,
953,Chapter 5.13 - There Is insight when thought is absent,0,0.58,0.135,2,-18.409,0,0.832,0.797,0.0,0.411,0.295,82.738,228300,1,DEWM41455479,
954,Chapter 6.11 - There Is insight when thought is absent,0,0.617,0.103,11,-24.242,1,0.821,0.831,0.0,0.102,0.235,77.42,191800,3,DEWM41455502,
955,Chapter 6.24 - There Is insight when thought is absent,0,0.606,0.0922,2,-27.138,1,0.825,0.734,0.0,0.871,0.31,114.894,223500,4,DEWM41455515,
956,Chapter 5.24 - There Is insight when thought is absent,0,0.614,0.24,6,-23.603,0,0.712,0.766,0.0,0.587,0.172,76.137,213000,3,DEWM41455490,
957,Chapter 4.2 - Attention implies the total abandonment of the 'me',0,0.654,0.267,1,-19.736,1,0.79,0.911,0.0,0.271,0.16,99.431,191800,1,DEWI11302760,
958,Chapter 16.2 - Attention implies the total abandonment of the 'me',0,0.543,0.262,5,-18.392,0,0.577,0.834,2.51e-06,0.265,0.228,99.734,188000,4,DEWI11302783,
959,Chapter 12.2 - Attention implies the total abandonment of the 'me',0,0.51,0.273,3,-21.548,1,0.585,0.88,1.66e-05,0.502,0.229,97.273,187500,1,DEWI11302775,
960,"Il sogno di Scipione, K.126: Recit: E quali abitatori",0,0.626,0.119,9,-22.903,1,0.332,0.977,0.0,0.179,0.206,75.23,33000,4,DEF057932008,
961,Chapter 17.2 - Attention implies the total abandonment of the 'me',0,0.541,0.277,5,-18.132,0,0.465,0.869,2.36e-05,0.349,0.37,86.899,186000,3,DEWI11302785,
962,Chapter 10.2 - Attention implies the total abandonment of the 'me',0,0.442,0.121,3,-27.648,1,0.301,0.945,0.00293,0.166,0.226,91.755,186500,3,DEWI11302771,
963,Chapter 2.2 - Attention implies the total abandonment of the 'me',0,0.569,0.2,3,-20.7,1,0.654,0.95,9.23e-06,0.677,0.075,136.504,188000,5,DEWI11302756,
964,Chapter 1.1 - Attention implies the total abandonment of the 'me',0,0.497,0.189,7,-19.623,0,0.525,0.935,3.14e-05,0.29,0.189,171.388,187900,3,DEWI11302753,
965,"Fidelio op.72 / Act 1: ""Abscheulicher! Wo eilst du hin?""",1,0.289,0.0501,4,-26.604,0,0.0504,0.965,2.02e-05,0.335,0.0365,103.214,137627,4,GBF077930410,orchestral performance
966,Chapter 20.2 - Attention implies the total abandonment of the 'me',0,0.496,0.316,5,-17.903,0,0.64,0.881,0.0,0.284,0.218,75.217,235932,3,DEWI11302790,
967,Chapter 14.2 - Attention implies the total abandonment of the 'me',0,0.628,0.225,10,-20.342,1,0.705,0.916,0.0,0.204,0.165,130.106,186200,3,DEWI11302779,
968,Ruckert-Lieder: No. 3. Ich bin der Welt abhanden gekommen,0,0.0776,0.0449,3,-25.362,1,0.0436,0.964,0.491,0.103,0.0371,80.794,424227,4,DES380011812,classical baritone
969,Chapter 8.2 - Attention implies the total abandonment of the 'me',0,0.633,0.252,10,-17.958,1,0.594,0.836,0.0,0.392,0.179,79.502,187900,3,DEWI11302767,
970,Tum Nahin Aaye Abhi - Main Aur Meri Tanhai / Soundtrack Version,0,0.566,0.329,0,-15.34,1,0.0315,0.767,0.00117,0.13,0.653,133.834,247440,3,INUM70501246,"classic bollywood,desi pop,filmi,ghazal,hare krishna,sufi"
971,Chapter 6.2 - Attention implies the total abandonment of the 'me',0,0.616,0.195,3,-20.781,0,0.755,0.9,0.0,0.468,0.197,100.904,189600,4,DEWI11302764,
972,Tum Nahin Aaye Abhi - Main Aur Meri Tanhai / Soundtrack Version,0,0.555,0.338,0,-15.431,1,0.0313,0.771,0.00281,0.128,0.62,133.885,247440,3,INUM70501246,"classic bollywood,desi pop,filmi,ghazal,hare krishna,sufi"
